Date,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential
9/14/2003,2003,2,DET,GNB,AWAY,6,31,37,Lambeau Field,Grass,63,93,12,46,6.5,0,6,0,0,0,27,16,27:16:00,14,3,10,1,73,293,4.01,0,17,56,3.29,0,55,26,237,0,3,4.31,9.12,47.27,36.71,20,6,30,2,1,50,1,0,1,0,12,7,60,1,0,1,4,,,0,9,337,37.44,3,2,-1,14,3,7,7,0,32,44,32:44:00,17,7,9,1,63,332,5.27,4,35,200,5.71,1,28,15,132,2,1,4.71,8.8,53.57,75.28,15,6,40,0,0,0,2,2,1,1,77,7,35,2,1,0,0,,,0,8,308,38.5,2,3,1
9/14/2003,2003,2,HOU,NOR,AWAY,10,31,41,Louisiana Superdome,Dome,84,79,0,40,8,0,10,0,0,0,27,47,27:47:00,16,3,10,3,65,258,3.97,1,24,75,3.13,1,36,17,183,0,2,5.08,10.76,47.22,39.45,16,4,25,3,2,66.67,2,1,0,0,32,11,86,0,0,5,30,,,0,8,314,39.25,2,0,-2,7,0,10,14,0,32,13,32:13:00,12,4,8,0,56,292,5.21,4,27,110,4.07,1,27,18,182,2,0,6.74,10.11,66.67,110.42,17,8,47.06,0,0,0,1,1,1,1,64,9,78,0,0,2,7,,,0,7,334,47.71,0,2,2
9/14/2003,2003,2,MIA,NYJ,AWAY,21,10,31,The Meadowlands,Artificial,79,96,10,37,-2.5,7,14,0,0,0,35,46,35:46:00,23,11,10,2,64,376,5.88,3,44,187,4.25,2,19,14,189,1,0,9.95,13.5,73.68,122.49,10,4,40,0,0,0,3,3,3,3,14,4,30,1,1,1,1,,,0,5,203,40.6,1,1,0,3,0,0,7,0,24,14,24:14:00,17,0,17,0,57,387,6.79,1,11,21,1.91,0,45,29,366,1,1,8.13,12.62,64.44,87.81,14,7,50,1,0,0,2,0,1,0,12,7,52,0,0,1,7,,,0,4,168,42,1,1,0
9/14/2003,2003,2,NWE,PHI,AWAY,31,10,41,Lincoln Financial Field,Grass,82,67,10,37.5,4.5,3,14,7,7,0,36,35,36:35:00,17,2,13,2,76,309,4.07,4,30,62,2.07,0,44,30,247,3,0,5.61,8.23,68.18,105,17,4,23.53,2,1,50,3,2,1,1,98,8,84,1,0,2,8,,,0,10,389,38.9,0,6,6,0,7,0,3,0,23,25,23:25:00,23,7,13,3,72,268,3.72,1,16,100,6.25,1,48,20,168,0,2,3.5,8.4,41.67,34.03,14,3,21.43,0,0,0,1,1,0,0,29,7,53,5,4,8,43,,,0,8,344,43,6,0,-6
9/14/2003,2003,2,PIT,KAN,AWAY,20,41,61,Arrowhead Stadium,Grass,67,60,10,47.5,3.5,17,3,0,0,0,29,13,29:13:00,16,2,14,0,67,380,5.67,2,16,60,3.75,0,47,28,320,1,3,6.81,11.43,59.57,60.6,16,6,37.5,2,0,0,2,0,2,0,44,8,82,1,1,4,16,,,0,5,216,43.2,4,2,-2,7,20,7,7,0,30,47,30:47:00,19,10,6,3,57,282,4.95,6,35,159,4.54,3,21,15,123,1,2,5.86,8.2,71.43,62.31,11,5,45.45,0,0,0,3,3,3,3,150,4,32,0,0,1,1,,,0,5,220,44,2,4,2
9/14/2003,2003,2,SEA,ARI,AWAY,38,0,38,Sun Devil Stadium,Grass,98,14,7,44.5,-5,7,17,7,7,0,26,29,26:29:00,16,8,6,2,52,323,6.21,5,30,130,4.33,2,21,10,193,2,0,9.19,19.3,47.62,111.8,12,6,50,0,0,0,3,2,2,2,62,8,64,0,0,1,2,,,0,5,199,39.8,0,6,6,0,0,0,0,0,33,31,33:31:00,18,5,11,2,72,286,3.97,0,24,93,3.88,0,46,25,193,0,4,4.2,7.72,54.35,28.64,18,10,55.56,1,0,0,1,0,0,0,7,4,40,4,2,2,12,,,0,4,216,54,6,0,-6
9/14/2003,2003,2,SFO,STL,AWAY,24,27,51,Edward Jones Dome,Dome,70,40,0,47.5,3,7,3,7,7,0,30,3,30:03:00,20,6,13,1,65,390,6,3,26,148,5.69,1,38,21,242,2,1,6.37,11.52,55.26,81.25,14,4,28.57,2,2,100,5,3,0,0,17,13,121,1,0,1,1,,,0,6,237,39.5,1,4,3,7,0,7,10,3,31,57,31:57:00,21,4,13,4,65,278,4.28,3,24,88,3.67,1,36,25,190,2,0,5.28,7.6,69.44,100.47,14,6,42.86,0,0,0,6,3,2,0,78,4,43,4,4,5,46,,,0,4,165,41.25,4,1,-3
9/14/2003,2003,2,TEN,IND,AWAY,7,33,40,RCA Dome,Dome,70,40,0,43.5,2.5,0,7,0,0,0,29,10,29:10:00,14,2,11,1,58,236,4.07,1,19,53,2.79,0,34,22,183,1,1,5.38,8.32,64.71,75.97,13,4,30.77,2,1,50,1,1,1,1,18,10,99,2,1,5,26,,,0,6,241,40.17,2,0,-2,3,14,3,13,0,30,50,30:50:00,20,9,8,3,56,291,5.2,3,34,127,3.74,1,21,14,164,1,0,7.81,11.71,66.67,106.06,12,3,25,1,1,100,3,1,2,1,116,6,38,2,0,1,9,,,0,4,155,38.75,0,2,2
9/14/2003,2003,2,WAS,ATL,AWAY,33,31,64,Georgia Dome,Dome,70,40,0,39.5,3,0,17,9,7,0,34,42,34:42:00,23,6,16,1,76,435,5.72,4,31,125,4.03,2,39,25,310,2,0,7.95,12.4,64.1,105.72,15,5,33.33,0,0,0,3,3,1,1,35,12,79,3,2,6,46,,,1,8,320,40,2,2,0,3,21,0,7,0,25,18,25:18:00,17,7,9,1,61,283,4.64,4,22,99,4.5,2,36,16,184,2,2,5.11,11.5,44.44,55.78,11,1,9.09,0,0,0,4,3,2,2,80,5,35,0,0,3,13,,,0,6,245,40.83,2,2,0
9/15/2003,2003,2,DAL,NYG,AWAY,35,32,67,Giants Stadium,Artificial,72,100,9,36.5,7,7,13,6,6,3,42,30,42:30:00,24,5,15,4,80,403,5.04,2,36,107,2.97,1,40,25,296,0,1,7.4,11.84,62.5,74.58,16,5,31.25,0,0,0,6,1,2,1,86,11,108,3,0,4,25,,,0,6,220,36.67,1,3,2,7,0,7,18,0,26,34,26:34:00,20,4,14,2,70,309,4.41,4,17,53,3.12,0,51,21,256,3,2,5.02,12.19,41.18,60.58,17,8,47.06,0,0,0,3,2,2,2,38,10,102,2,1,2,9,,,0,7,306,43.71,3,1,-2
9/21/2003,2003,3,BAL,SDG,AWAY,24,10,34,Qualcomm Stadium,Grass,74,77,8,39,-1,7,3,14,0,0,24,48,24:48:00,16,9,6,1,54,249,4.61,3,32,152,4.75,1,21,12,97,1,1,4.62,8.08,57.14,64.98,9,3,33.33,0,0,0,1,1,0,0,32,4,28,1,0,1,1,,,0,6,252,42,1,3,2,3,0,0,7,0,35,12,35:12:00,25,10,14,1,76,389,5.12,1,30,132,4.4,1,45,28,257,0,3,5.71,9.18,62.22,49.95,15,6,40,1,1,100,3,1,2,1,29,10,61,0,0,1,13,,,0,5,204,40.8,3,1,-2
9/21/2003,2003,3,BUF,MIA,AWAY,7,17,24,Pro Player Stadium,Grass,84,67,16,40,3,0,0,0,7,0,19,10,19:10:00,8,1,7,0,44,118,2.68,1,14,41,2.93,0,26,10,77,0,3,2.96,7.7,38.46,7.05,9,1,11.11,0,0,0,2,0,1,0,72,11,84,0,0,4,21,,,0,7,350,50,3,3,0,0,7,3,7,0,40,50,40:50:00,23,8,10,5,73,313,4.29,2,44,166,3.77,1,28,16,147,1,2,5.25,9.19,57.14,53.72,14,6,42.86,0,0,0,3,2,1,1,52,4,35,1,1,1,7,,,0,4,174,43.5,3,3,0
9/21/2003,2003,3,CLE,SFO,AWAY,13,12,25,3COM Park,Grass,87,50,3,44.5,7,0,0,0,13,0,28,45,28:45:00,20,2,15,3,60,251,4.18,2,19,51,2.68,0,38,25,200,2,1,5.26,8,65.79,85.4,14,9,64.29,0,0,0,2,2,1,1,26,7,60,2,1,3,22,,,0,4,175,43.75,2,1,-1,0,6,3,3,0,31,15,31:15:00,15,3,11,1,61,265,4.34,0,24,75,3.13,0,35,21,190,0,1,5.43,9.05,60,62.8,15,5,33.33,2,0,0,3,0,1,0,25,8,88,1,0,2,8,,,0,4,187,46.75,1,2,1
9/21/2003,2003,3,GNB,ARI,AWAY,13,20,33,Sun Devil Stadium,Grass,102,7,4,43,-7.5,0,10,0,3,0,26,54,26:54:00,18,7,11,0,56,311,5.55,1,23,66,2.87,0,33,23,245,1,1,7.42,10.65,69.7,88.56,11,4,36.36,0,0,0,2,1,2,1,67,4,48,2,1,0,0,,,0,4,173,43.25,2,1,-1,7,3,3,7,0,33,6,33:06:00,21,6,13,2,62,354,5.71,2,31,81,2.61,1,31,20,273,1,1,8.81,13.65,64.52,89.87,13,8,61.54,0,0,0,4,2,3,2,34,7,57,1,0,0,0,,,0,4,204,51,1,2,1
9/21/2003,2003,3,JAC,IND,AWAY,13,23,36,RCA Dome,Dome,70,40,0,42.5,7.5,0,3,0,10,0,23,48,23:48:00,15,7,7,1,55,266,4.84,1,25,152,6.08,0,28,16,114,1,0,4.07,7.13,57.14,78.56,13,5,38.46,0,0,0,3,1,0,0,4,7,38,2,1,2,8,,,0,4,155,38.75,1,1,0,0,0,17,6,0,36,12,36:12:00,17,6,11,0,63,289,4.59,2,30,73,2.43,0,33,21,216,2,1,6.55,10.29,63.64,89.98,14,7,50,0,0,0,3,1,1,1,35,4,20,0,0,0,0,,,0,3,126,42,1,1,0
9/21/2003,2003,3,KAN,HOU,AWAY,42,14,56,Reliant Stadium,Grass,70,40,0,43.5,-7.5,7,7,14,14,0,30,21,30:21:00,27,11,12,4,64,426,6.66,6,35,168,4.8,3,28,16,258,1,2,9.21,16.13,57.14,70.22,13,7,53.85,0,0,0,3,3,2,2,112,4,20,1,0,1,4,,,0,4,171,42.75,2,4,2,0,7,0,7,0,29,39,29:39:00,20,6,12,2,65,316,4.86,2,26,107,4.12,0,38,24,209,2,2,5.5,8.71,63.16,73.25,15,4,26.67,2,2,100,1,1,1,1,21,10,74,2,2,1,9,,,0,6,259,43.17,4,2,-2
9/21/2003,2003,3,MIN,DET,AWAY,23,13,36,Ford Field,Dome,74,65,0,47,-4,0,16,7,0,0,25,25,25:25:00,14,3,10,1,56,414,7.39,3,22,127,5.77,2,32,15,287,1,1,8.97,19.13,46.88,75.92,14,5,35.71,0,0,0,4,2,2,1,12,11,125,1,0,2,2,,,0,6,286,47.67,1,3,2,10,0,3,0,0,34,35,34:35:00,22,4,13,5,70,302,4.31,1,26,77,2.96,1,42,24,225,0,3,5.36,9.38,57.14,42.27,15,6,40,1,0,0,4,1,3,1,70,9,56,2,0,2,10,,,0,5,210,42,3,1,-2
9/21/2003,2003,3,NOR,TEN,AWAY,12,27,39,The Coliseum,Grass,74,71,3,44,4.5,2,3,0,7,0,20,49,20:49:00,11,2,8,1,41,188,4.59,1,15,23,1.53,0,23,15,165,1,0,7.17,11,65.22,100.8,8,3,37.5,1,0,0,2,1,2,1,0,5,27,3,2,3,20,,,1,3,139,46.33,2,1,-1,10,3,7,7,0,39,11,39:11:00,28,8,18,2,72,385,5.35,3,35,105,3,1,35,24,280,2,0,8,11.67,68.57,111.61,14,8,57.14,1,1,100,5,3,4,3,-14,3,14,2,1,2,1,,,0,1,41,41,1,2,1
9/21/2003,2003,3,NYG,WAS,AWAY,24,21,45,Fedex Field,Grass,77,68,7,43,2.5,7,14,0,0,3,34,32,34:32:00,25,7,15,3,71,399,5.62,3,31,129,4.16,0,39,24,270,3,0,6.92,11.25,61.54,107.84,10,1,10,0,0,0,4,2,3,2,22,15,124,2,0,1,6,,,0,7,305,43.57,0,1,1,3,0,7,11,0,29,43,29:43:00,25,6,15,4,70,456,6.51,2,22,124,5.64,0,45,23,332,2,1,7.38,14.43,51.11,80.98,15,7,46.67,0,0,0,3,2,2,2,30,17,142,0,0,3,16,,,0,4,151,37.75,1,0,-1
9/21/2003,2003,3,NYJ,NWE,AWAY,16,23,39,Gillette Stadium,Grass,71,55,10,37.5,6.5,3,3,3,7,0,27,23,27:23:00,16,4,10,2,61,329,5.39,1,17,65,3.82,0,44,25,264,1,1,6,10.56,56.82,72.54,13,1,7.69,2,0,0,2,0,0,0,24,6,52,1,0,0,0,,,0,5,207,41.4,1,1,0,3,3,10,7,0,32,37,32:37:00,19,9,9,1,67,294,4.39,2,36,147,4.08,1,26,15,147,0,0,5.65,9.8,57.69,73.7,14,5,35.71,0,0,0,3,1,3,1,78,9,87,3,1,5,34,,,0,6,252,42,1,1,0
9/21/2003,2003,3,PIT,CIN,AWAY,17,10,27,Paul Brown Stadium,Artificial,73,66,6,46,-4.5,0,7,7,3,0,37,6,37:06:00,22,9,12,1,73,376,5.15,2,38,138,3.63,1,34,21,238,1,1,7,11.33,61.76,80.27,16,8,50,2,2,100,4,2,3,2,14,6,53,1,0,1,2,,,0,3,132,44,1,1,0,0,0,3,7,0,22,54,22:54:00,11,1,8,2,44,182,4.14,1,16,57,3.56,0,24,16,125,1,1,5.21,7.81,66.67,75.88,10,3,30,0,0,0,2,1,1,1,49,7,49,0,0,4,32,,,0,6,243,40.5,1,1,0
9/21/2003,2003,3,STL,SEA,AWAY,23,24,47,Seahawks Stadium,Artificial,63,60,7,47.5,3,7,10,6,0,0,32,19,32:19:00,19,4,14,1,62,308,4.97,2,28,82,2.93,1,34,21,226,1,2,6.65,10.76,61.76,66.55,13,5,38.46,1,0,0,5,2,2,2,29,3,15,3,1,0,0,,,0,2,98,49,3,1,-2,7,3,0,14,0,27,41,27:41:00,20,6,13,1,65,316,4.86,3,22,96,4.36,0,39,22,220,2,1,5.64,10,56.41,79,14,7,50,1,0,0,4,2,1,1,39,4,30,1,0,4,36,,,0,4,181,45.25,1,3,2
9/21/2003,2003,3,TAM,ATL,AWAY,31,10,41,Georgia Dome,Dome,72,40,0,35.5,-5,3,14,14,0,0,35,4,35:04:00,18,8,8,2,62,316,5.1,4,37,132,3.57,2,24,16,184,2,0,7.67,11.5,66.67,117.38,13,4,30.77,0,0,0,4,3,3,3,32,10,123,1,1,1,8,,,0,7,355,50.71,1,5,4,0,3,7,0,0,24,56,24:56:00,13,3,6,4,52,136,2.62,1,19,29,1.53,1,31,18,107,0,4,3.45,5.94,58.06,25.26,12,3,25,1,1,100,2,1,1,1,67,5,35,1,1,2,20,,,0,5,220,44,5,1,-4
9/22/2003,2003,3,OAK,DEN,AWAY,10,31,41,Invesco Field,Grass,72,18,7,45,5,0,0,7,3,0,24,41,24:41:00,11,4,7,0,56,195,3.48,1,16,39,2.44,1,35,17,156,0,1,4.46,9.18,48.57,49.24,15,4,26.67,2,1,50,3,1,2,1,74,13,98,1,0,5,28,,,0,8,418,52.25,1,1,0,21,3,7,0,0,35,19,35:19:00,20,6,11,3,62,383,6.18,4,39,190,4.87,2,21,14,193,2,0,9.19,13.79,66.67,127.68,12,6,50,0,0,0,4,3,3,2,75,6,35,2,1,2,4,,,0,5,188,37.6,1,1,0
9/28/2003,2003,4,ARI,STL,AWAY,13,37,50,Edward Jones Dome,Dome,70,40,0,45.5,11.5,0,7,6,0,0,17,33,17:33:00,7,3,3,1,36,161,4.47,2,14,36,2.57,1,21,13,125,0,0,5.95,9.62,61.9,78.46,8,0,0,2,2,100,1,1,1,1,28,10,92,3,3,1,10,,,0,6,312,52,3,1,-2,14,6,3,14,0,42,27,42:27:00,34,11,19,4,84,401,4.77,4,41,133,3.24,2,42,28,268,2,1,6.38,9.57,66.67,90.18,17,11,64.71,0,0,0,6,4,4,3,36,5,35,2,0,1,4,,,0,2,84,42,1,3,2
9/28/2003,2003,4,ATL,CAR,AWAY,3,23,26,Ericsson Stadium,Grass,75,41,10,35.5,6,0,0,0,3,0,27,23,27:23:00,11,5,6,0,52,267,5.13,0,23,144,6.26,0,23,14,123,0,1,5.35,8.79,60.87,56.98,12,2,16.67,1,0,0,1,0,0,0,0,9,84,1,0,6,29,,,0,6,249,41.5,1,1,0,7,10,0,6,0,32,37,32:37:00,19,8,9,2,66,361,5.47,2,39,193,4.95,1,27,17,168,1,0,6.22,9.88,62.96,92.81,17,8,47.06,0,0,0,4,2,3,2,10,4,40,3,1,0,0,,,0,4,191,47.75,1,1,0
9/28/2003,2003,4,CIN,CLE,AWAY,21,14,35,Cleveland Browns Stadium,Grass,55,58,8,40,4,7,7,7,0,0,29,47,29:47:00,17,3,13,1,60,295,4.92,3,29,80,2.76,0,31,23,215,3,0,6.94,9.35,74.19,125.08,15,9,60,0,0,0,2,2,2,2,17,11,60,0,0,0,0,,,0,6,252,42,0,1,1,7,7,0,0,0,30,13,30:13:00,18,5,13,0,60,339,5.65,2,22,69,3.14,0,36,23,270,2,1,7.5,11.74,63.89,93.52,11,5,45.45,1,0,0,2,1,1,1,57,11,101,3,0,2,10,,,0,4,163,40.75,1,0,-1
9/28/2003,2003,4,DAL,NYJ,AWAY,17,6,23,The Meadowlands,Artificial,65,100,9,37,3,0,14,0,3,0,32,36,32:36:00,18,11,6,1,66,360,5.45,2,41,202,4.93,1,23,11,158,1,1,6.87,14.36,47.83,66.94,16,7,43.75,0,0,0,2,1,1,0,0,5,38,0,0,2,7,,,0,5,198,39.6,1,2,1,3,0,3,0,0,27,24,27:24:00,15,2,11,2,55,285,5.18,0,26,66,2.54,0,29,21,219,0,0,7.55,10.43,72.41,93.88,12,5,41.67,1,0,0,2,0,0,0,31,4,40,3,2,0,0,,,0,4,177,44.25,2,1,-1
9/28/2003,2003,4,DET,DEN,AWAY,16,20,36,Invesco Field,Grass,66,26,9,44,12,7,3,0,6,0,26,40,26:40:00,16,8,6,2,58,285,4.91,2,24,144,6,0,33,15,141,2,0,4.27,9.4,45.45,77.95,15,7,46.67,2,1,50,0,0,0,0,25,8,74,1,0,1,8,,,0,5,226,45.2,0,1,1,7,7,3,3,0,33,20,33:20:00,20,5,13,2,60,332,5.53,2,23,79,3.43,0,34,25,253,2,0,7.44,10.12,73.53,113.97,11,4,36.36,0,0,0,2,1,1,1,9,6,44,3,1,3,24,,,0,4,182,45.5,1,0,-1
9/28/2003,2003,4,IND,NOR,AWAY,55,21,76,Louisiana Superdome,Dome,82,33,0,42,-2.5,14,10,24,7,0,31,56,31:56:00,20,5,15,0,56,418,7.46,7,28,100,3.57,0,27,21,318,6,0,11.78,15.14,77.78,155.33,11,7,63.64,0,0,0,5,4,0,0,39,2,20,3,0,1,9,,,0,2,88,44,0,4,4,0,10,3,8,0,28,4,28:04:00,20,8,12,0,63,363,5.76,2,25,155,6.2,1,36,21,208,1,2,5.78,9.9,58.33,60.89,12,6,50,1,0,0,2,2,1,1,11,5,50,3,2,2,20,,,0,3,139,46.33,4,0,-4
9/28/2003,2003,4,JAC,HOU,AWAY,20,24,44,Reliant Stadium,Grass,79,50,15,37.5,-2.5,3,7,10,0,0,24,46,24:46:00,15,4,9,2,59,342,5.8,2,22,79,3.59,1,37,18,263,1,3,7.11,14.61,48.65,47.48,11,2,18.18,1,1,100,3,1,2,1,-3,9,48,3,2,0,0,,,0,4,174,43.5,5,4,-1,7,7,3,7,0,35,14,35:14:00,21,7,12,2,75,339,4.52,3,37,110,2.97,2,37,23,229,1,2,6.19,9.96,62.16,66.16,16,7,43.75,1,1,100,2,2,2,2,47,4,43,4,2,1,5,,,0,4,139,34.75,4,5,1
9/28/2003,2003,4,KAN,BAL,AWAY,17,10,27,M&T Bank Stadium,Artificial,70,51,9,43,-3,0,3,7,7,0,28,45,28:45:00,15,5,10,0,59,265,4.49,2,28,129,4.61,0,28,17,136,1,0,4.86,8,60.71,84.83,14,4,28.57,0,0,0,2,1,1,1,-4,4,26,1,0,3,23,,,0,9,322,35.78,0,4,4,0,0,3,7,0,31,15,31:15:00,22,13,7,2,65,326,5.02,1,36,202,5.61,1,26,15,124,0,3,4.77,8.27,57.69,30.45,12,5,41.67,1,0,0,3,1,2,1,38,4,30,1,1,3,16,,,0,5,204,40.8,4,0,-4
9/28/2003,2003,4,NWE,WAS,AWAY,17,20,37,Fedex Field,Grass,65,61,13,43,3.5,3,0,7,7,0,33,39,33:39:00,23,5,16,2,69,387,5.61,2,30,106,3.53,0,38,25,281,2,3,7.39,11.24,65.79,72.35,15,7,46.67,1,0,0,2,1,1,1,20,8,64,1,1,1,8,,,0,2,96,48,4,0,-4,3,3,14,0,0,26,21,26:21:00,15,8,7,0,53,253,4.77,2,29,119,4.1,2,22,10,134,0,0,6.09,13.4,45.45,65.33,11,3,27.27,0,0,0,4,2,2,1,9,9,75,1,0,2,13,,,0,5,187,37.4,0,4,4
9/28/2003,2003,4,PHI,BUF,AWAY,23,13,36,Ralph Wilson Stadium,Artificial,59,53,12,39.5,3,10,3,3,7,0,33,48,33:48:00,19,6,10,3,65,335,5.15,2,34,176,5.18,2,29,18,159,0,0,5.48,8.83,62.07,76.64,16,9,56.25,0,0,0,4,1,1,1,23,7,45,2,0,2,14,,,0,4,174,43.5,0,1,1,0,0,0,13,0,26,12,26:12:00,15,1,13,1,57,308,5.4,2,12,21,1.75,1,43,27,287,1,0,6.67,10.63,62.79,89.95,15,6,40,3,2,66.67,2,2,2,2,8,10,84,3,1,2,9,,,0,4,164,41,1,0,-1
9/28/2003,2003,4,SDG,OAK,AWAY,31,34,65,Network Associates Coliseum,Grass,63,75,14,41.5,7,7,14,3,7,0,37,13,37:13:00,22,12,9,1,71,430,6.06,4,39,222,5.69,2,32,22,208,2,1,6.5,9.45,68.75,94.27,13,3,23.08,1,1,100,3,2,1,1,17,9,111,0,0,0,0,,,0,7,300,42.86,1,2,1,7,7,0,17,3,32,46,32:46:00,23,6,16,1,70,448,6.4,4,24,120,5,1,43,26,328,3,1,7.63,12.62,60.47,97.83,15,5,33.33,2,2,100,2,1,1,1,3,7,57,1,1,3,20,,,0,6,284,47.33,2,1,-1
9/28/2003,2003,4,SFO,MIN,AWAY,7,35,42,Metrodome,Dome,60,40,0,42.5,2,0,0,0,7,0,30,58,30:58:00,18,6,12,0,70,372,5.31,1,25,145,5.8,0,41,23,227,1,3,5.54,9.87,56.1,49.56,15,6,40,4,1,25,2,0,1,0,14,9,55,1,0,4,27,,,0,3,101,33.67,3,0,-3,14,14,0,7,0,29,2,29:02:00,19,8,10,1,53,354,6.68,5,30,102,3.4,1,21,16,252,4,0,12,15.75,76.19,155.16,10,5,50,0,0,0,3,3,1,1,110,4,29,0,0,2,15,,,0,4,166,41.5,0,3,3
9/28/2003,2003,4,TEN,PIT,AWAY,30,13,43,Heinz Field,Grass,60,60,8,44,3,0,16,7,7,0,24,10,24:10:00,9,1,7,1,39,198,5.08,4,22,40,1.82,0,16,15,158,3,0,9.88,10.53,93.75,147.42,10,3,30,0,0,0,2,2,1,1,109,10,77,0,0,1,3,,,1,7,302,43.14,0,2,2,3,10,0,0,0,35,50,35:50:00,25,5,16,4,75,376,5.01,1,25,69,2.76,1,47,31,307,0,2,6.53,9.9,65.96,66.53,13,4,30.77,3,2,66.67,5,1,1,0,17,8,80,1,0,3,25,,,0,3,120,40,2,0,-2
9/29/2003,2003,4,GNB,CHI,AWAY,38,23,61,Soldier Field,Grass,58,46,3,41,-4.5,17,7,0,14,0,27,31,27:31:00,20,7,10,3,55,380,6.91,5,25,187,7.48,2,30,22,193,3,1,6.43,8.77,73.33,109.43,11,5,45.45,1,0,0,5,4,2,2,18,4,38,0,0,0,0,,,0,3,118,39.33,1,2,1,0,6,3,14,0,32,29,32:29:00,23,10,12,1,77,361,4.69,2,28,181,6.46,2,44,25,180,0,2,4.09,7.2,56.82,47.54,15,5,33.33,1,1,100,2,1,1,1,14,6,62,0,0,5,21,,,0,5,162,32.4,2,1,-1
10/5/2003,2003,5,ARI,DAL,AWAY,7,24,31,Texas Stadium,Artificial,70,90,8,38,7,7,0,0,0,0,23,32,23:32:00,9,1,5,3,49,151,3.08,1,18,32,1.78,0,28,14,119,1,2,4.25,8.5,50,43.6,12,3,25,1,0,0,0,0,0,0,-2,5,36,0,0,3,2,,,0,6,253,42.17,2,1,-1,7,10,7,0,0,36,28,36:28:00,18,8,10,0,68,365,5.37,2,36,97,2.69,0,31,20,268,2,1,8.65,13.4,64.52,99.96,16,6,37.5,2,1,50,4,1,1,0,67,7,64,1,0,1,9,,,2,5,189,37.8,1,2,1
10/5/2003,2003,5,CIN,BUF,AWAY,16,22,38,Ralph Wilson Stadium,Artificial,51,49,15,40,8,0,6,0,10,0,34,30,34:30:00,18,3,14,1,72,279,3.88,1,27,67,2.48,1,44,26,212,0,1,4.82,8.15,59.09,61.94,16,6,37.5,0,0,0,4,1,0,0,30,7,49,3,1,1,13,,,0,6,197,32.83,2,0,-2,3,0,10,3,6,29,23,29:23:00,17,4,12,1,66,257,3.89,2,27,80,2.96,1,35,19,177,1,0,5.06,9.32,54.29,77.93,15,3,20,2,1,50,5,2,1,1,12,6,49,3,0,4,34,,,0,7,302,43.14,0,2,2
10/5/2003,2003,5,CLE,PIT,AWAY,33,13,46,Heinz Field,Grass,51,59,3,42,7,10,13,7,3,0,37,28,37:28:00,22,8,12,2,66,324,4.91,4,40,124,3.1,1,25,20,200,2,1,8,10,80,110,13,7,53.85,0,0,0,5,3,5,3,96,2,10,2,1,1,8,,,0,4,169,42.25,2,3,1,0,10,3,0,0,22,32,22:32:00,11,3,7,1,51,209,4.1,1,18,60,3.33,1,30,14,149,0,2,4.97,10.64,46.67,33.91,11,1,9.09,1,0,0,4,1,1,1,58,10,62,2,1,3,12,,,0,5,214,42.8,3,2,-1
